Time,Calculated Engine Load (OBD) (%),Intake air temperature (C),Fuel Injection amoung (mg/cyl),Engine load (%),Fuel tank pressure (Bar),Fuel Rail Pressure A (KPa),Engine Load (%),Actual AFR (AFR),Mass air flow sensor (V),Vehicle speed (kph),MAF Flow (g/s),Ignition timing (deg),Electronic throttle control actual (deg),Absolute Engine Load (OBD) (%),Fuel pulse width (ms),Absolute Throttle Position (OBD) (%),Air fuel ratio (AFR),Calculated torque output (%),Electronic throttle control desired (deg),Engine coolant temperature (C),Engine speed (RPM),Fuel Pressure (mPa),Fuel pressure (mPa),Fuel system status (OL/CL),Gear Status,Intake Air Temperature (C),Knock retard (deg),Mass air flow (g/s),Throttle Open Angle (sub) (%),
0, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 85, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
2641, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
2800, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
2959, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3128, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3295, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3454, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3620, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3778, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
3938, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4099, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4260, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4419, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4579, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4738, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
4899, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5060, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5219, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5379, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5541, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5708, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
5869, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6035, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6194, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6354, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6514, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6674, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6834, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
6994, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7155, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7313, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7474, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7635, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7799, 0, 39, 0, 0, 0.02, , 0, 14.7, 0.71, 0, , 0, 12.9, 0, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.45, 21.6,
7959, 100, 39, 0, 0.66, 0.02, , 100, 14.7, 0.81, 0, , 0, 12.9, 65.9, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 0.74, 21.6,
8119, 100, 39, 0, 0.66, 0.02, , 100, 14.7, 0.85, 0, , 0, 12.93, 65.9, 0, 22, 14.7, , 12.9, 84, 0, , , 1024, 70, 35, 0, 1.95, 21.6,
8280, 100, 39, 20.26, 0.41, 0.02, , 74.51, 14.7, 0.71, 0, , -5, 12.9, 65.9, 0, 22, 14.7, , 12.9, 84, 254, , , 1024, 70, 35, 0, 1.64, 21.6,
8441, 74.5, 39, 20.29, 0.4, 0.02, , 74.9, 14.7, 0.89, 0, , -5, 12.9, 41.6, 2.58, 22, 14.7, , 12.9, 84, 270, , , 1024, 70, 35, 0, 3.43, 21.6,
8599, 72.2, 39, 30.36, 0.34, 0.02, , 60.39, 14.7, 0.98, 0, , -7.5, 27.79, 40, 2.45, 22, 14.7, , 34.91, 84, 557, , , 256, 70, 35, 0, 6.34, 22.7,
8760, 58.4, 39, 16.54, 0.32, 0.02, , 51.76, 14.7, 0.68, 0, , -14, 0.24, 34.1, 4.22, 10.2, 14.7, , 0.28, 84, 782, , , 256, 70, 35, 0, 0.57, 9.4,
8919, 49.8, 39, 12.73, 0.3, 0.02, , 49.02, 14.7, 0.73, 0, , -15, 0.26, 31.8, 2.59, 9.8, 14.7, , 0.28, 84, 805, , , 256, 70, 35, 0, 0.58, 9.4,
9079, 47.5, 39, 11.23, 0.27, 0.02, , 45.88, 14.7, 0.72, 0, , -10, 0.26, 29.8, 2.02, 9.8, 14.7, , 0.28, 84, 748, , , 256, 70, 35, 0, 0.71, 9.4,
9240, 43.5, 39, 9.89, 0.24, 0.02, , 41.18, 14.7, 0.72, 0, , -3.5, 0.26, 26.3, 1.84, 9.8, 14.7, , 0.28, 84, 708, , , 256, 70, 35, 0, 0.66, 9.4,
9399, 39.6, 39, 9.49, 0.24, 0.01, , 40, 14.7, 0.74, 0, , 0, 2.98, 23.9, 1.79, 10.6, 14.7, , 3.8, 84, 702, , , 256, 70, 35, 0, 1.17, 10.2,
9559, 40.8, 38, 10.22, 0.25, 0.02, , 41.18, 14.7, 0.92, 0, , 2, 4.54, 24.3, 1.97, 13.7, 14.7, , 4.54, 84, 683, , , 256, 70, 35, 0, 3.07, 13.3,
9749, 42, 38, 10.83, 0.25, 0.01, , 42.35, 14.7, 0.98, 0, , 0, 4.85, 24.7, 2.06, 14.1, 14.7, , 4.59, 84, 694, , , 256, 70, 35, 0, 3.44, 13.7,
9910, 42.7, 38, 11.02, 0.25, 0.02, , 42.75, 14.7, 0.98, 0, , -0.5, 4.77, 25.5, 2.09, 14.1, 14.7, , 4.83, 84, 693, , , 256, 70, 35, 0, 3.33, 13.7,
10074, 42.7, 38, 11.02, 0.25, 0.02, , 42.35, 14.7, 0.98, 0, , 0.5, 4.93, 25.5, 2.08, 14.1, 14.7, , 4.93, 84, 701, , , 256, 70, 35, 0, 3.62, 13.7,
10235, 42.4, 38, 11.08, 0.25, 0.01, , 42.35, 14.7, 0.99, 0, , -0.5, 4.93, 25.5, 2.05, 14.1, 14.7, , 4.94, 84, 708, , , 256, 70, 35, 0, 3.41, 13.7,
10395, 42.4, 38, 10.93, 0.25, 0.01, , 41.96, 14.7, 0.98, 0, , -0.5, 5.03, 25.5, 2.01, 14.5, 14.7, , 5.02, 84, 710, , , 256, 70, 35, 0, 3.56, 13.7,
10555, 42, 38, 10.86, 0.25, 0.02, , 42.35, 14.7, 0.95, 0, , -1.5, 5.06, 25.5, 1.98, 14.5, 14.7, , 5.09, 84, 721, , , 256, 70, 35, 0, 3.62, 13.7,
10715, 42, 38, 10.8, 0.25, 0.02, , 42.35, 14.7, 0.99, 0, , -1.5, 5.03, 25.5, 1.96, 14.5, 14.7, , 5.03, 84, 720, , , 256, 70, 35, 0, 3.61, 13.7,
10875, 42, 38, 10.74, 0.25, 0.02, , 41.96, 14.7, 1, 0, , -2, 5.03, 25.5, 1.95, 14.5, 14.7, , 4.97, 84, 723, , , 256, 70, 35, 0, 3.67, 13.7,
11039, 41.6, 38, 10.65, 0.25, 0.02, , 41.57, 14.7, 0.99, 0, , -2, 4.98, 25.1, 1.94, 14.5, 14.7, , 4.99, 84, 726, , , 256, 70, 35, 0, 3.5, 13.7,
11199, 41.6, 38, 10.5, 0.25, 0.02, , 41.18, 14.7, 0.99, 0, , -2, 5.18, 25.1, 1.91, 14.5, 14.7, , 5.07, 84, 725, , , 256, 70, 35, 0, 3.74, 14.1,
11359, 41.6, 38, 10.59, 0.25, 0.01, , 41.57, 14.7, 1.01, 0, , -2, 4.83, 25.1, 1.95, 14.5, 14.7, , 4.86, 84, 718, , , 256, 70, 35, 0, 3.25, 13.7,
11520, 41.2, 38, 10.41, 0.25, 0.02, , 40.78, 14.7, 0.98, 0, , -1.5, 4.85, 24.7, 1.91, 14.1, 14.7, , 4.89, 84, 717, , , 256, 70, 35, 0, 3.38, 13.7,
11679, 40.8, 38, 10.38, 0.25, 0.02, , 40.78, 14.7, 0.98, 0, , -1, 4.85, 24.7, 1.92, 14.1, 14.7, , 4.77, 84, 716, , , 256, 70, 35, 0, 3.35, 13.7,
11840, 40.8, 38, 10.31, 0.24, 0.02, , 40.78, 14.7, 0.99, 0, , -1, 4.77, 24.7, 1.91, 14.1, 14.7, , 4.75, 84, 712, , , 256, 70, 35, 0, 3.31, 13.7,
12002, 40.4, 38, 10.13, 0.24, 0.02, , 40, 14.7, 0.97, 0, , 0, 4.7, 24.3, 1.91, 14.1, 14.7, , 4.84, 84, 708, , , 256, 70, 35, 0, 3.11, 13.7,
12159, 40, 38, 10.07, 0.23, 0.01, , 39.61, 14.7, 0.97, 0, , 1, 4.75, 23.9, 1.89, 14.1, 14.7, , 4.8, 84, 712, , , 256, 70, 35, 0, 3.35, 13.7,
12319, 39.6, 38, 10.04, 0.24, 0.02, , 39.61, 14.7, 0.97, 0, , 1, 4.8, 23.9, 1.9, 14.1, 14.7, , 4.74, 84, 712, , , 256, 70, 35, 0, 3.34, 13.7,
12479, 39.6, 38, 10.01, 0.23, 0.02, , 39.61, 14.7, 0.97, 0, , 2, 4.75, 23.9, 1.89, 14.1, 14.7, , 4.72, 84, 706, , , 256, 70, 35, 0, 3.31, 13.7,
12640, 39.6, 38, 10.01, 0.23, 0.02, , 39.61, 14.7, 0.97, 0, , 1, 4.7, 23.5, 1.9, 14.1, 14.7, , 4.67, 84, 714, , , 256, 70, 35, 0, 3.38, 13.7,
12799, 39.2, 38, 9.98, 0.23, 0.01, , 39.22, 14.7, 0.98, 0, , 2, 4.62, 23.5, 1.89, 14.1, 14.7, , 4.6, 84, 710, , , 256, 70, 35, 0, 3.22, 13.7,
12959, 39.2, 38, 9.86, 0.23, 0.02, , 39.22, 14.7, 0.97, 0, , 2, 4.6, 23.5, 1.89, 14.1, 14.7, , 4.61, 84, 706, , , 256, 70, 35, 0, 3.05, 13.3,
13120, 38.8, 38, 9.7, 0.23, 0.02, , 38.82, 14.7, 0.93, 0, , 2.5, 4.65, 23.1, 1.86, 14.1, 14.7, , 4.79, 84, 706, , , 256, 70, 35, 0, 2.81, 13.3,
13280, 38.4, 38, 9.74, 0.23, 0.02, , 38.43, 14.7, 0.98, 0, , 3.5, 4.72, 23.1, 1.87, 14.1, 14.7, , 4.71, 84, 706, , , 256, 70, 35, 0, 3.31, 13.7,
13440, 38.4, 38, 9.77, 0.23, 0.02, , 38.43, 14.7, 0.97, 0, , 2.5, 4.7, 23.1, 1.88, 14.1, 14.7, , 4.63, 84, 710, , , 256, 70, 35, 0, 3.24, 13.7,
13600, 38.4, 38, 9.7, 0.23, 0.02, , 38.82, 14.7, 0.96, 0, , 2.5, 4.65, 23.1, 1.88, 14.1, 14.7, , 4.61, 84, 705, , , 256, 70, 35, 0, 3.28, 13.3,
13758, 38.4, 38, 9.64, 0.23, 0.01, , 38.43, 14.7, 0.95, 0, , 4, 4.57, 23.1, 1.87, 14.1, 14.7, , 4.63, 84, 704, , , 256, 70, 35, 0, 3.22, 13.3,
13919, 38, 38, 9.52, 0.23, 0.02, , 37.65, 14.7, 0.91, 0, , 4, 4.67, 22.7, 1.84, 14.1, 14.7, , 4.88, 84, 706, , , 256, 70, 35, 0, 2.66, 13.3,
14079, 37.6, 38, 9.52, 0.23, 0.01, , 37.65, 14.7, 0.96, 0, , 4.5, 4.83, 22.7, 1.84, 14.1, 14.7, , 4.8, 84, 709, , , 256, 70, 35, 0, 3.34, 13.7,
14240, 38, 38, 9.55, 0.23, 0.02, , 38.04, 14.7, 0.95, 0, , 3.5, 4.75, 22.7, 1.86, 14.1, 14.7, , 4.69, 84, 710, , , 256, 70, 35, 0, 3.27, 13.7,
14400, 38, 38, 9.58, 0.23, 0.02, , 38.04, 14.7, 0.97, 0, , 2.5, 4.57, 22.7, 1.86, 14.1, 14.7, , 4.57, 84, 709, , , 256, 70, 35, 0, 3.12, 13.3,
14560, 38, 38, 9.46, 0.23, 0.02, , 37.65, 14.7, 0.94, 0, , 3, 4.57, 22.7, 1.84, 14.1, 14.7, , 4.56, 84, 710, , , 256, 70, 35, 0, 3.05, 13.3,
14757, 37.3, 38, 9.37, 0.22, 0.02, , 37.25, 14.7, 0.93, 0, , 3.5, 4.65, 22.4, 1.83, 14.1, 14.7, , 4.67, 84, 706, , , 256, 70, 35, 0, 3.05, 13.3,
14914, 37.3, 38, 9.37, 0.22, 0.02, , 37.25, 14.7, 0.96, 0, , 4, 4.65, 22.4, 1.84, 14.1, 14.7, , 4.62, 84, 707, , , 256, 70, 35, 0, 3.18, 13.3,
15074, 37.3, 38, 9.37, 0.22, 0.01, , 37.25, 14.7, 0.95, 0, , 4, 4.62, 22.4, 1.84, 14.1, 14.7, , 4.61, 84, 705, , , 256, 70, 35, 0, 3.09, 13.3,
15234, 37.3, 38, 9.31, 0.22, 0.02, , 37.25, 14.7, 0.95, 0, , 4, 4.65, 22.4, 1.83, 14.1, 14.7, , 4.68, 84, 698, , , 256, 70, 35, 0, 3.11, 13.3,
15395, 37.3, 38, 9.28, 0.22, 0.01, , 37.25, 14.7, 0.95, 0, , 5, 4.65, 22.4, 1.83, 14.1, 14.7, , 4.65, 84, 707, , , 256, 70, 35, 0, 3.24, 13.3,
15554, 37.6, 38, 9.34, 0.22, 0.02, , 37.25, 14.7, 0.96, 0, , 3, 4.6, 22.4, 1.84, 14.1, 14.7, , 4.56, 84, 704, , , 256, 70, 35, 0, 3.05, 13.3,
15714, 37.3, 38, 9.28, 0.22, 0.02, , 37.25, 14.7, 0.95, 0, , 4.5, 4.6, 22.4, 1.83, 14.1, 14.7, , 4.56, 84, 702, , , 256, 70, 35, 0, 3.11, 13.3,
15873, 37.3, 38, 9.28, 0.22, 0.02, , 37.25, 14.7, 0.95, 0, , 4, 4.57, 22.4, 1.83, 14.1, 14.7, , 4.59, 84, 706, , , 256, 70, 35, 0, 2.81, 13.3,
16034, 36.9, 38, 9.25, 0.22, 0.02, , 37.25, 14.7, 0.96, 0, , 4, 4.6, 22.4, 1.81, 14.1, 14.7, , 4.57, 84, 708, , , 256, 70, 35, 0, 3.11, 13.3,
16194, 37.3, 38, 9.22, 0.22, 0.01, , 36.86, 14.7, 0.95, 0, , 4.5, 4.6, 22.4, 1.82, 14.1, 14.7, , 4.6, 84, 703, , , 256, 70, 35, 0, 2.98, 13.3,
16354, 36.9, 38, 9.19, 0.22, 0.02, , 36.86, 14.7, 0.96, 0, , 4.5, 4.6, 22, 1.81, 14.1, 14.7, , 4.6, 84, 707, , , 256, 70, 35, 0, 3.14, 13.3,
16515, 36.9, 38, 9.22, 0.22, 0.02, , 36.86, 14.7, 0.95, 0, , 4, 4.57, 22, 1.81, 14.1, 14.7, , 4.54, 84, 704, , , 256, 70, 35, 0, 3.08, 13.3,
16674, 36.9, 38, 9.19, 0.22, 0.02, , 37.25, 14.7, 0.96, 0, , 4.5, 4.52, 22, 1.82, 14.1, 14.7, , 4.51, 84, 700, , , 256, 70, 35, 0, 2.88, 13.3,
16834, 36.9, 38, 9.09, 0.22, 0.02, , 36.47, 14.01, 0.93, 0, , 6, 4.54, 22, 1.81, 14.1, 14.01, , 4.61, 84, 697, , , 512, 70, 35, 0, 3.11, 13.3,
16995, 36.5, 38, 9.43, 0.22, 0.02, , 36.86, 14.01, 0.95, 0, , 5, 4.57, 22, 1.83, 14.1, 14.01, , 4.54, 84, 696, , , 512, 70, 35, 0, 3.05, 13.3,
17155, 36.9, 38, 9.37, 0.22, 0.01, , 36.86, 14.01, 0.95, 0, , 5, 4.57, 22, 1.81, 14.1, 14.01, , 4.54, 84, 696, , , 512, 70, 35, 0, 3.01, 13.3,
17315, 36.9, 38, 9.37, 0.22, 0.02, , 36.86, 14.01, 0.97, 0, , 4.5, 4.57, 22, 1.83, 14.1, 14.01, , 4.49, 84, 694, , , 512, 70, 35, 0, 3.31, 13.3,
17474, 37.3, 37, 9.37, 0.22, 0.02, , 36.86, 14.13, 0.94, 0, , 4.5, 4.54, 22, 1.83, 13.7, 14.13, , 4.56, 84, 696, , , 512, 70, 35, 0, 3.08, 13.3,
17634, 36.9, 37, 9.34, 0.22, 0.02, , 36.86, 14.01, 0.93, 0, , 5, 4.57, 22, 1.81, 14.1, 14.01, , 4.69, 84, 692, , , 512, 70, 35, 0, 3.02, 13.3,
17795, 36.9, 37, 9.34, 0.22, 0.02, , 36.86, 14.01, 0.95, 0, , 5.5, 4.6, 22, 1.81, 14.1, 14.01, , 4.6, 84, 694, , , 512, 70, 35, 0, 3.17, 13.3,
17955, 37.3, 37, 9.4, 0.22, 0.02, , 37.25, 14.13, 0.96, 0, , 4.5, 4.57, 22.4, 1.83, 14.1, 14.13, , 4.54, 84, 692, , , 512, 70, 35, 0, 3.05, 13.3,
18115, 37.3, 37, 9.4, 0.22, 0.01, , 37.25, 14.01, 0.95, 0, , 4.5, 4.54, 22.4, 1.82, 14.1, 14.01, , 4.51, 84, 699, , , 512, 70, 35, 0, 3.11, 13.3,
18277, 37.3, 37, 9.43, 0.22, 0.02, , 37.25, 14.01, 0.95, 0, , 4.5, 4.54, 22.4, 1.81, 14.1, 14.01, , 4.55, 84, 694, , , 512, 70, 35, 0, 2.87, 13.3,
18436, 37.3, 37, 9.31, 0.22, 0.02, , 37.25, 14.01, 0.96, 0, , 6, 4.7, 22, 1.79, 14.1, 14.01, , 4.67, 84, 696, , , 512, 70, 35, 0, 3.3, 13.7,
18595, 37.3, 37, 9.43, 0.22, 0.02, , 37.25, 14.01, 0.97, 0, , 3.5, 4.67, 22.4, 1.82, 14.1, 14.01, , 4.62, 84, 700, , , 512, 70, 35, 0, 3.33, 13.3,
18755, 37.6, 37, 9.43, 0.22, 0.02, , 37.65, 14.13, 0.95, 0, , 4, 4.57, 22.4, 1.81, 14.1, 14.13, , 4.57, 84, 696, , , 512, 70, 35, 0, 3.14, 13.3,
18916, 37.3, 37, 9.37, 0.22, 0.01, , 37.25, 14.13, 0.95, 0, , 3.5, 4.57, 22.4, 1.8, 14.1, 14.13, , 4.58, 84, 702, , , 512, 70, 35, 0, 3.05, 13.3,
19075, 37.6, 37, 9.37, 0.22, 0.02, , 37.65, 14.13, 0.95, 0, , 2.5, 4.57, 22.4, 1.8, 14.1, 14.13, , 4.56, 84, 702, , , 512, 70, 35, 0, 3.18, 13.3,
19237, 37.3, 37, 9.37, 0.22, 0.02, , 37.25, 14.13, 0.95, 0, , 4, 4.57, 22.4, 1.8, 14.1, 14.13, , 4.52, 84, 700, , , 512, 70, 35, 0, 3.04, 13.3,
19395, 37.3, 37, 9.37, 0.22, 0.02, , 37.25, 14.13, 0.95, 0, , 4, 4.42, 22.4, 1.8, 13.7, 14.13, , 4.44, 84, 698, , , 512, 70, 35, 0, 3.08, 13.3,
19555, 37.3, 37, 9.28, 0.22, 0.02, , 37.25, 14.13, 0.93, 0, , 4.5, 4.44, 22.4, 1.79, 13.7, 14.13, , 4.54, 84, 698, , , 512, 70, 35, 0, 2.98, 13.3,
19715, 37.3, 37, 9.28, 0.22, 0.02, , 36.86, 14.13, 0.95, 0, , 4.5, 4.52, 22.4, 1.8, 13.7, 14.13, , 4.5, 84, 693, , , 512, 70, 35, 0, 3.11, 13.3,
19875, 36.9, 37, 9.25, 0.22, 0.02, , 36.86, 14.13, 0.95, 0, , 3.5, 4.54, 22, 1.78, 13.7, 14.13, , 4.57, 84, 692, , , 512, 70, 35, 0, 2.95, 13.3,
20035, 36.9, 37, 9.25, 0.22, 0.02, , 36.86, 14.13, 0.95, 0, , 4.5, 4.57, 22, 1.78, 14.1, 14.13, , 4.51, 84, 693, , , 512, 70, 35, 0, 3.12, 13.3,
20196, 36.9, 37, 9.25, 0.22, 0.02, , 37.25, 14.13, 0.95, 0, , 4, 4.52, 22, 1.79, 13.7, 14.13, , 4.48, 84, 690, , , 512, 70, 35, 0, 3.05, 13.3,
20355, 37.3, 37, 9.19, 0.22, 0.02, , 36.86, 14.13, 0.93, 0, , 4, 4.54, 22, 1.77, 14.1, 14.13, , 4.56, 84, 693, , , 512, 70, 35, 0, 3.2, 13.3,
20515, 36.9, 37, 9.22, 0.22, 0.02, , 36.86, 14.13, 0.94, 0, , 5.5, 4.52, 22, 1.78, 13.7, 14.13, , 4.51, 84, 687, , , 512, 70, 35, 0, 2.99, 13.3,
20676, 36.9, 37, 9.25, 0.22, 0.02, , 37.25, 14.13, 0.96, 0, , 4.5, 4.47, 22, 1.78, 13.7, 14.13, , 4.43, 84, 696, , , 512, 70, 35, 0, 3.09, 13.3,
20841, 37.3, 37, 9.19, 0.22, 0.01, , 37.25, 14.13, 0.94, 0, , 3.5, 4.47, 22.4, 1.78, 13.7, 14.13, , 4.52, 84, 694, , , 512, 70, 35, 0, 3.01, 13.3,
21000, 36.9, 37, 9.19, 0.22, 0.02, , 36.86, 14.13, 0.94, 0, , 3, 4.47, 22, 1.78, 13.7, 14.24, , 4.46, 84, 696, , , 512, 70, 35, 0, 3.17, 13.3,
21161, 37.3, 37, 9.12, 0.22, 0.02, , 36.86, 14.24, 0.95, 0, , 3, 4.13, 22.4, 1.78, 13.3, 14.24, , 4.4, 84, 697, , , 512, 70, 35, 0, 2.77, 12.9,
21320, 36.5, 37, 9.03, 0.21, 0.02, , 36.47, 14.13, 0.94, 0, , 5.5, 4.49, 21.6, 1.75, 13.7, 14.13, , 4.46, 84, 692, , , 512, 70, 35, 0, 3.01, 13.3,
21480, 36.5, 37, 9.06, 0.22, 0.01, , 36.47, 14.24, 0.95, 0, , 4, 4.49, 21.6, 1.76, 13.7, 14.24, , 4.49, 84, 695, , , 512, 70, 35, 0, 3.01, 13.3,
21641, 36.5, 37, 9.09, 0.22, 0.02, , 36.47, 14.24, 0.95, 0, , 4, 4.47, 21.6, 1.77, 13.7, 14.24, , 4.43, 84, 698, , , 512, 70, 35, 0, 3.05, 13.3,
21800, 36.5, 37, 9.06, 0.21, 0.01, , 36.47, 14.13, 0.95, 0, , 3, 4.44, 21.6, 1.76, 13.7, 14.13, , 4.43, 84, 698, , , 512, 70, 35, 0, 2.87, 13.3,
21961, 36.5, 37, 9.03, 0.21, 0.02, , 36.47, 14.13, 0.95, 0, , 3.5, 4.42, 21.6, 1.75, 13.7, 14.13, , 4.41, 84, 692, , , 512, 70, 35, 0, 3.05, 13.3,
22119, 36.5, 37, 9, 0.21, 0.02, , 36.08, 14.13, 0.93, 0, , 4, 4.42, 21.6, 1.75, 13.7, 14.13, , 4.45, 84, 698, , , 512, 70, 35, 0, 2.81, 13.3,
22280, 36.1, 37, 8.91, 0.21, 0.02, , 35.69, 14.13, 0.94, 0, , 4.5, 4.42, 21.6, 1.74, 13.7, 14.13, , 4.48, 84, 695, , , 512, 70, 35, 0, 3.02, 13.3,
22440, 36.1, 37, 8.94, 0.21, 0.02, , 35.69, 14.13, 0.94, 0, , 2.5, 4.44, 21.6, 1.74, 13.7, 14.13, , 4.41, 84, 695, , , 512, 70, 35, 0, 2.94, 13.3,
22600, 35.7, 37, 8.88, 0.21, 0.02, , 35.69, 14.13, 0.94, 0, , 3, 4.42, 21.6, 1.74, 13.7, 14.13, , 4.48, 84, 701, , , 512, 70, 35, 0, 3.05, 13.3,
