Time,Calculated Engine Load (OBD) (%),Intake air temperature (C),Fuel Injection amoung (mg/cyl),Engine load (%),Fuel tank pressure (Bar),Fuel Rail Pressure A (KPa),Engine Load (%),Actual AFR (AFR),Mass air flow sensor (V),Vehicle speed (kph),MAF Flow (g/s),Ignition timing (deg),Electronic throttle control actual (deg),Absolute Engine Load (OBD) (%),Fuel pulse width (ms),Absolute Throttle Position (OBD) (%),Air fuel ratio (AFR),Calculated torque output (%),Electronic throttle control desired (deg),Engine coolant temperature (C),Engine speed (RPM),Fuel Pressure (mPa),Fuel pressure (mPa),Fuel system status (OL/CL),Gear Status,Intake Air Temperature (C),Knock retard (deg),Mass air flow (g/s),Throttle Open Angle (sub) (%),
161018, 50.6, 21, 15.84, 0.41, 5.95, , 50.2, 14.47, 1.37, 62, , 29, 12.57, 40.8, 2.16, 21.6, 14.47, , 12.57, 86, 1342, , , 512, 5, 21, 0, 9.47, 21.2,
161177, 50.6, 21, 15.81, 0.41, 5.95, , 50.59, 14.47, 1.36, 62, , 29, 12.54, 40.8, 2.16, 21.6, 14.47, , 12.52, 86, 1341, , , 512, 5, 21, 0, 9.33, 21.2,
161338, 51, 21, 15.87, 0.41, 5.94, , 50.59, 14.47, 1.37, 62, , 29, 12.54, 41.2, 2.16, 21.6, 14.47, , 12.55, 86, 1340, , , 512, 5, 21, 0, 9.52, 21.2,
161499, 50.6, 21, 16.27, 0.42, 5.95, , 51.76, 14.59, 1.37, 62, , 28.5, 12.77, 40.8, 2.22, 22, 14.59, , 12.87, 86, 1343, , , 512, 5, 21, 0, 9.64, 21.2,
161658, 52.9, 21, 17.03, 0.44, 5.95, , 54.12, 14.59, 1.39, 62, , 25.5, 12.95, 43.5, 2.3, 22, 14.59, , 12.99, 86, 1344, , , 512, 5, 21, 0, 10.05, 21.6,
161824, 54.5, 21, 17.15, 0.45, 5.94, , 54.9, 14.36, 1.4, 62, , 25, 13, 43.9, 2.23, 22, 14.36, , 13.05, 86, 1342, , , 512, 5, 21, 0, 10.2, 21.6,
161990, 55.3, 21, 17.46, 0.45, 5.93, , 55.29, 14.47, 1.43, 62, , 24.5, 13.11, 44.7, 2.29, 22, 14.47, , 13.13, 86, 1346, , , 512, 5, 21, 0, 10.25, 21.6,
162153, 55.7, 21, 17.7, 0.46, 5.93, , 56.08, 14.59, 1.42, 62, , 24, 13.52, 45.1, 2.3, 22.4, 14.59, , 13.36, 86, 1343, , , 512, 5, 21, 0, 10.56, 21.6,
162314, 57.6, 21, 18.19, 0.46, 5.93, , 57.65, 14.47, 1.42, 62, , 22, 13.46, 46.7, 2.34, 22.4, 14.47, , 13.46, 86, 1349, , , 512, 5, 21, 0, 10.95, 22,
162477, 57.3, 21, 18.01, 0.46, 5.93, , 57.25, 14.59, 1.43, 62, , 22.5, 13.46, 46.7, 2.33, 22.4, 14.59, , 13.47, 86, 1343, , , 512, 5, 21, 0, 11.08, 22,
162634, 57.3, 21, 18.04, 0.46, 5.92, , 56.86, 14.59, 1.43, 62, , 22.5, 13.49, 46.7, 2.34, 22.4, 14.59, , 13.5, 86, 1346, , , 512, 5, 21, 0, 10.77, 22,
162793, 56.9, 21, 18.07, 0.46, 5.93, , 57.25, 14.47, 1.43, 62, , 22.5, 13.57, 45.9, 2.34, 22.7, 14.47, , 13.52, 86, 1344, , , 512, 5, 21, 0, 10.85, 22,
162954, 57.3, 21, 18.07, 0.46, 5.94, , 56.86, 14.47, 1.44, 62, , 23, 13.49, 46.3, 2.33, 22.4, 14.47, , 13.51, 86, 1343, , , 512, 5, 21, 0, 10.79, 22,
163125, 56.9, 21, 17.88, 0.45, 5.94, , 56.86, 14.47, 1.43, 62, , 23.5, 13.46, 45.9, 2.32, 22.4, 14.47, , 13.47, 86, 1341, , , 512, 5, 21, 0, 10.79, 22,
163289, 56.1, 21, 17.85, 0.45, 5.95, , 56.08, 14.59, 1.43, 62, , 24, 13.57, 45.5, 2.34, 22.4, 14.59, , 13.58, 86, 1346, , , 512, 5, 21, 0, 11, 22,
163454, 56.5, 21, 17.85, 0.46, 5.95, , 56.47, 14.59, 1.43, 62, , 23.5, 13.57, 45.5, 2.32, 22.4, 14.59, , 13.58, 86, 1344, , , 512, 5, 21, 0, 11.08, 22,
163614, 56.9, 21, 17.88, 0.45, 5.96, , 56.47, 14.59, 1.45, 62, , 23.5, 13.57, 45.9, 2.35, 22.4, 14.59, , 13.58, 86, 1345, , , 512, 5, 21, 0, 10.64, 22,
163780, 56.5, 21, 17.97, 0.46, 5.96, , 56.86, 14.59, 1.42, 62, , 23, 13.67, 45.5, 2.31, 22.7, 14.59, , 13.62, 86, 1348, , , 512, 5, 21, 0, 10.74, 22.4,
163940, 56.9, 21, 17.97, 0.46, 5.96, , 56.47, 14.47, 1.43, 62, , 23.5, 13.62, 46.3, 2.34, 22.7, 14.47, , 13.62, 86, 1348, , , 512, 5, 21, 0, 10.72, 22.4,
164108, 56.5, 21, 17.88, 0.46, 5.95, , 56.47, 14.47, 1.43, 62, , 24, 13.57, 45.5, 2.3, 22.4, 14.47, , 13.6, 86, 1349, , , 512, 5, 21, 0, 10.69, 22,
164275, 56.5, 21, 18.01, 0.46, 5.95, , 56.86, 14.59, 1.44, 62, , 23, 13.62, 45.9, 2.34, 22.7, 14.59, , 13.63, 86, 1350, , , 512, 5, 21, 0, 10.74, 22.4,
164444, 56.9, 21, 17.94, 0.46, 5.94, , 56.47, 14.47, 1.42, 62, , 23.5, 13.62, 46.3, 2.3, 22.7, 14.47, , 13.62, 86, 1352, , , 512, 5, 21, 0, 10.82, 22.4,
164614, 56.1, 21, 17.67, 0.46, 5.95, , 55.69, 14.7, 1.43, 62, , 24.5, 13.46, 45.5, 2.32, 22.4, 14.7, , 13.47, 86, 1346, , , 512, 5, 21, 0, 10.69, 22,
164780, 60.8, 21, 20.17, 0.54, 5.97, , 62.75, 14.59, 1.62, 62, , 18, 16.87, 50.2, 2.48, 25.1, 14.59, , 17.21, 86, 1555, , , 512, 5, 21, 0, 14.91, 24.7,
164939, 66.7, 21, 21.18, 0.51, 5.99, , 68.24, 14.24, 1.63, 62, , 17.5, 17.39, 54.9, 2.41, 25.9, 14.24, , 17.32, 86, 1806, , , 512, 4, 21, 0, 7.23, 25.5,
165103, 56.5, 21, 18.28, 0.45, 6.08, , 54.51, 14.24, 1.24, 62, , 27, 17.13, 47.5, 2.24, 25.1, 14.24, , 18.02, 86, 1894, , , 512, 4, 21, 0, 17.64, 24.7,
165263, 52.9, 21, 17.15, 0.41, 6.02, , 51.76, 14.47, 1.66, 62, , 18.5, 14.9, 45.1, 2.29, 25.9, 14.59, , 15.36, 86, 1889, , , 512, 4, 21, 0, 11, 24.3,
165424, 45.1, 21, 14.37, 0.35, 5.98, , 42.35, 14.13, 1.43, 62, , 36, 11.62, 38.4, 1.99, 21.2, 14.13, , 13.17, 86, 1896, , , 512, 4, 21, 0, 10.79, 19.6,
165589, 41.2, 21, 14.13, 0.34, 6.13, , 40.78, 14.36, 1.7, 62, , 41, 17.67, 35.3, 1.94, 24.3, 14.36, , 16.68, 86, 1886, , , 512, 4, 21, 0, 16.26, 25.1,
165749, 39.2, 21, 13.64, 0.34, 6.2, , 39.61, 14.81, 1.52, 62, , 41.5, 16.7, 33.3, 1.98, 25.5, 14.81, , 17.02, 86, 1894, , , 512, 4, 21, 0, 14.32, 25.1,
165909, 40.8, 21, 14.28, 0.36, 6.27, , 41.57, 14.47, 1.58, 62, , 40, 19.8, 34.9, 1.98, 28.2, 14.47, , 19.85, 86, 1891, , , 512, 4, 21, 0, 12.38, 27.8,
166080, 42, 21, 14.4, 0.36, 6.35, , 42.35, 14.59, 1.53, 62, , 39.5, 20.67, 35.7, 2.02, 29.4, 14.59, , 20.65, 86, 1889, , , 512, 4, 21, 0, 13.78, 28.6,
166239, 42.4, 21, 14.47, 0.36, 6.36, , 41.96, 14.47, 1.5, 62, , 39.5, 20.33, 36.1, 2.01, 29, 14.47, , 20.32, 86, 1891, , , 512, 4, 21, 0, 12.61, 28.6,
166398, 42.4, 21, 14.53, 0.36, 6.36, , 41.96, 14.36, 1.51, 63, , 39.5, 20.49, 36.1, 2.01, 29, 14.47, , 20.47, 86, 1896, , , 512, 4, 21, 0, 13.63, 28.6,
166559, 42, 20, 14.53, 0.36, 6.42, , 42.75, 14.47, 1.51, 63, , 39.5, 20.54, 36.1, 2.02, 29, 14.47, , 20.59, 86, 1894, , , 512, 4, 20, 0, 12.89, 28.6,
166729, 42.4, 20, 14.59, 0.36, 6.45, , 42.35, 14.47, 1.55, 63, , 39.5, 21.03, 36.1, 2.02, 29.4, 14.47, , 20.99, 86, 1897, , , 512, 4, 20, 0, 13.39, 29,
166889, 42.7, 20, 14.68, 0.36, 6.47, , 42.75, 14.47, 1.54, 63, , 39.5, 21.15, 36.5, 2.04, 29.8, 14.47, , 21.12, 86, 1898, , , 512, 4, 20, 0, 12.46, 29.4,
167049, 42.7, 20, 14.68, 0.36, 6.42, , 42.35, 14.36, 1.56, 63, , 39.5, 21.21, 36.5, 2.02, 29.8, 14.36, , 21.22, 86, 1902, , , 512, 4, 20, 0, 13.04, 29.4,
167214, 42.7, 20, 14.65, 0.36, 6.41, , 42.35, 14.47, 1.53, 63, , 39.5, 21.13, 36.1, 2.02, 29.8, 14.47, , 21.06, 86, 1900, , , 512, 4, 20, 0, 12.72, 29.4,
167377, 42.4, 20, 14.62, 0.36, 6.43, , 42.35, 14.59, 1.54, 63, , 39.5, 20.77, 36.1, 2.03, 29.4, 14.59, , 20.76, 86, 1907, , , 512, 4, 20, 0, 12.46, 29,
167533, 42.4, 20, 14.68, 0.36, 6.47, , 41.96, 14.47, 1.51, 63, , 39.5, 20.77, 36.1, 2.02, 29.4, 14.47, , 20.75, 86, 1907, , , 512, 4, 20, 0, 13.54, 29,
167699, 42, 20, 14.65, 0.36, 6.48, , 42.35, 14.47, 1.55, 63, , 39, 20.82, 36.1, 2.01, 29.4, 14.47, , 20.79, 86, 1904, , , 512, 4, 20, 0, 13.1, 29,
167860, 42, 20, 14.62, 0.36, 6.41, , 41.96, 14.59, 1.54, 63, , 39.5, 20.8, 36.1, 2.02, 29.4, 14.59, , 20.79, 86, 1910, , , 512, 4, 20, 0, 13.75, 29,
168024, 42, 20, 14.62, 0.36, 6.42, , 41.96, 14.59, 1.49, 63, , 39.5, 20.82, 36.1, 2.02, 29.4, 14.59, , 20.77, 86, 1913, , , 512, 4, 20, 0, 12.09, 29,
168195, 42.4, 20, 14.68, 0.36, 6.44, , 42.35, 14.59, 1.55, 63, , 39.5, 20.77, 36.5, 2.03, 29.4, 14.59, , 20.78, 86, 1912, , , 512, 4, 20, 0, 13.94, 29,
168359, 42, 20, 14.65, 0.36, 6.47, , 41.96, 14.59, 1.51, 63, , 39, 20.74, 36.1, 2.01, 29.4, 14.59, , 20.73, 86, 1917, , , 512, 4, 20, 0, 13.33, 29,
168524, 42, 20, 14.62, 0.36, 6.46, , 41.96, 14.59, 1.53, 63, , 39, 20.85, 36.1, 2.02, 29.4, 14.59, , 20.79, 86, 1919, , , 512, 4, 20, 0, 13.1, 29,
168690, 42, 20, 14.62, 0.36, 6.46, , 41.96, 14.59, 1.55, 63, , 39.5, 20.95, 36.1, 2.02, 29.4, 14.59, , 20.96, 86, 1923, , , 512, 4, 20, 0, 14.03, 29,
168851, 42.4, 20, 14.71, 0.36, 6.41, , 41.96, 14.59, 1.54, 63, , 39.5, 21, 36.1, 2.02, 29.8, 14.59, , 21.01, 86, 1922, , , 512, 4, 20, 0, 13.87, 29,
169008, 42, 20, 14.68, 0.36, 6.44, , 42.35, 14.47, 1.57, 63, , 39, 21.05, 36.1, 2.02, 29.8, 14.47, , 21.06, 86, 1920, , , 512, 4, 20, 0, 13.33, 29,
169175, 42, 20, 14.68, 0.36, 6.44, , 41.96, 14.7, 1.56, 64, , 39.5, 21.33, 36.1, 2.03, 29.8, 14.7, , 21.28, 86, 1928, , , 512, 4, 20, 0, 14.26, 29.4,
169334, 42.4, 20, 14.74, 0.36, 6.48, , 41.96, 14.59, 1.54, 63, , 39.5, 21.59, 36.1, 2.04, 30.2, 14.59, , 21.56, 86, 1921, , , 512, 4, 20, 0, 13.13, 29.8,
169494, 42.4, 20, 14.8, 0.36, 6.47, , 41.96, 14.59, 1.58, 64, , 39, 21.77, 36.5, 2.03, 30.2, 14.59, , 21.78, 86, 1930, , , 512, 4, 20, 0, 12.21, 30.2,
169658, 42, 20, 14.68, 0.36, 6.43, , 42.35, 14.7, 1.58, 64, , 39, 21.77, 36.1, 2.04, 30.2, 14.7, , 21.85, 86, 1932, , , 512, 4, 20, 0, 14.1, 29.8,
169819, 42, 20, 14.71, 0.36, 6.43, , 41.96, 14.59, 1.58, 64, , 39, 21.97, 36.1, 2.03, 30.6, 14.59, , 21.94, 86, 1934, , , 512, 4, 20, 0, 14.23, 30.2,
169979, 42.4, 20, 14.74, 0.36, 6.43, , 41.96, 14.59, 1.61, 64, , 39, 21.85, 36.5, 2.04, 30.6, 14.59, , 21.87, 86, 1934, , , 512, 4, 20, 0, 12.83, 30.2,
170151, 42, 20, 14.65, 0.36, 6.46, , 41.96, 14.7, 1.58, 64, , 39, 20.92, 36.5, 2.05, 30.2, 14.7, , 20.77, 86, 1937, , , 512, 4, 20, 0, 12.23, 29.4,
170315, 41.2, 20, 14.47, 0.36, 6.47, , 41.18, 14.81, 1.5, 64, , 39.5, 20.1, 35.7, 2.02, 28.6, 14.81, , 20.07, 86, 1946, , , 512, 4, 20, 0, 13.87, 28.2,
170479, 41.2, 20, 14.13, 0.34, 6.48, , 40.39, 14.59, 1.5, 64, , 40, 17.52, 35.3, 1.97, 27.1, 14.59, , 16.87, 86, 1936, , , 512, 4, 20, 0, 12.06, 26.7,
170645, 38, 20, 12.54, 0.31, 6.34, , 36.86, 14.7, 1.39, 64, , 32.5, 12.64, 32.9, 1.84, 21.2, 14.7, , 12.72, 86, 1943, , , 512, 4, 20, 0, 9.49, 20.8,
170815, 35.7, 20, 12.27, 0.3, 6.55, , 35.29, 14.47, 1.37, 64, , 36.5, 12.72, 31, 1.8, 22, 14.47, , 12.84, 86, 1936, , , 512, 4, 20, 0, 10.66, 21.2,
170974, 35.3, 20, 11.78, 0.29, 0.01, , 34.51, 14.7, 1.44, 64, , 33, 10.67, 30.6, 1.79, 20.8, 14.59, , 10.71, 86, 1936, , , 512, 4, 20, 0, 7.41, 19.6,
171140, 33.3, 20, 11.26, 0.28, 0.03, , 32.94, 14.59, 0.92, 64, , 44, 8.88, 29, 1.67, 14.9, 14.59, , 10.15, 86, 1930, , , 512, 4, 20, 0, 8.9, 14.9,
171309, 32.5, 20, 11.26, 0.28, 6.52, , 32.55, 13.78, 1.34, 64, , 44, 10.18, 28.2, 1.66, 19.2, 13.78, , 10.19, 86, 1940, , , 512, 4, 20, 0, 10.05, 18.8,
171476, 32.9, 20, 11.35, 0.28, 6.52, , 32.55, 14.36, 1.46, 64, , 44, 10.54, 28.6, 1.73, 19.6, 14.36, , 10.52, 86, 1934, , , 512, 4, 20, 0, 10.15, 19.2,
171635, 32.9, 20, 10.86, 0.27, 6.54, , 32.16, 14.47, 1.4, 64, , 44, 8.36, 28.6, 1.7, 18.4, 14.47, , 9.98, 86, 1938, , , 512, 4, 20, 0, 10.03, 17.3,
171793, 31.8, 20, 10.86, 0.27, 0.02, , 31.76, 14.13, 1.27, 64, , 44, 9.7, 27.1, 1.64, 18.4, 14.13, , 9.73, 86, 1942, , , 512, 4, 20, 0, 9.69, 18,
171954, 31.8, 20, 10.8, 0.27, 0.03, , 31.37, 14.36, 1.38, 64, , 44, 9.11, 27.5, 1.66, 18.4, 14.36, , 9.07, 86, 1934, , , 512, 4, 20, 0, 8.67, 18,
172119, 31.4, 20, 10.74, 0.27, 0.03, , 30.98, 14.36, 1.37, 64, , 44, 9.49, 27.1, 1.64, 18.8, 14.36, , 9.51, 86, 1935, , , 512, 4, 20, 0, 9.52, 18,
172283, 31, 20, 10.71, 0.27, 6.54, , 30.98, 14.47, 1.38, 64, , 44, 9.52, 26.7, 1.63, 18.8, 14.47, , 9.45, 86, 1937, , , 512, 4, 20, 0, 9.91, 18,
172454, 31, 20, 10.56, 0.27, 6.54, , 30.98, 14.36, 1.35, 64, , 44, 9.18, 26.7, 1.62, 18.4, 14.36, , 9.36, 86, 1936, , , 512, 4, 20, 0, 9.47, 17.6,
172615, 30.2, 20, 10.28, 0.26, 0.04, , 29.8, 14.36, 1.37, 64, , 44, 8.85, 25.9, 1.6, 18, 14.36, , 8.9, 86, 1934, , , 512, 4, 20, 0, 8.52, 17.6,
172779, 29.8, 20, 9.7, 0.24, 0.05, , 28.24, 14.24, 1.31, 64, , 45, 7.7, 25.5, 1.55, 17.3, 14.24, , 7.6, 86, 1934, , , 512, 4, 20, 0, 7.2, 16.9,
172944, 28.2, 20, 9.67, 0.24, 0.04, , 28.24, 14.24, 1.33, 64, , 44.5, 8.82, 24.3, 1.55, 18, 14.24, , 8.85, 86, 1937, , , 512, 4, 20, 0, 8.92, 17.6,
173103, 27.8, 20, 9.61, 0.24, 6.54, , 28.24, 14.36, 1.34, 64, , 45, 8.95, 24.3, 1.55, 18, 14.36, , 8.91, 86, 1935, , , 512, 4, 20, 0, 8.99, 17.6,
173270, 28.2, 20, 9.58, 0.24, 6.54, , 28.24, 14.59, 1.33, 64, , 45.5, 8.8, 24.3, 1.56, 18, 14.59, , 8.8, 86, 1934, , , 512, 4, 20, 0, 8.85, 17.6,
173440, 28.2, 20, 9.55, 0.24, 6.55, , 28.24, 14.47, 1.32, 64, , 45, 8.72, 24.3, 1.53, 18, 14.47, , 8.72, 86, 1928, , , 512, 4, 20, 0, 6.81, 17.3,
173604, 26.7, 20, 8.54, 0.22, 6.54, , 26.27, 14.59, 1.22, 64, , 46, 7.9, 23.1, 1.46, 16.9, 14.59, , 8.49, 86, 1927, , , 512, 4, 20, 0, 7.05, 16.5,
173769, 25.9, 20, 8.54, 0.23, 6.54, , 26.27, 14.36, 1.3, 64, , 46.5, 8.85, 22.4, 1.45, 18, 14.36, , 8.81, 86, 1928, , , 512, 4, 20, 0, 8.88, 17.6,
173938, 27.1, 20, 8.94, 0.23, 6.52, , 27.06, 14.7, 1.4, 64, , 46.5, 8.88, 23.5, 1.55, 18.4, 14.7, , 9.2, 86, 1929, , , 512, 4, 20, 0, 8.92, 17.6,
174103, 27.5, 20, 9.09, 0.24, 6.51, , 27.45, 14.93, 1.34, 64, , 46.5, 8.77, 23.5, 1.53, 18, 14.93, , 8.74, 86, 1929, , , 512, 4, 20, 0, 8.29, 17.6,
174269, 27.8, 20, 9.22, 0.24, 6.5, , 27.84, 14.81, 1.32, 64, , 45.5, 8.7, 23.9, 1.53, 18, 14.81, , 8.66, 86, 1924, , , 512, 4, 20, 0, 8.57, 17.3,
174439, 27.8, 20, 9.03, 0.24, 6.5, , 27.84, 14.81, 1.32, 64, , 45.5, 8.67, 24.3, 1.5, 18, 14.81, , 8.71, 86, 1926, , , 512, 4, 20, 0, 8.54, 17.3,
174604, 27.5, 20, 9, 0.24, 6.52, , 27.84, 14.81, 1.32, 64, , 46, 8.77, 23.5, 1.52, 18, 14.81, , 8.72, 86, 1922, , , 512, 4, 20, 0, 8.61, 17.3,
174789, 27.8, 20, 8.97, 0.24, 6.51, , 27.84, 14.81, 1.32, 64, , 45.5, 8.72, 23.9, 1.53, 18, 14.81, , 8.71, 86, 1922, , , 512, 4, 20, 0, 8.63, 17.3,
174949, 27.8, 20, 9, 0.23, 6.52, , 27.84, 14.81, 1.32, 63, , 45.5, 8.72, 23.9, 1.52, 18, 14.81, , 8.8, 86, 1920, , , 512, 4, 20, 0, 8.74, 17.3,
175110, 27.5, 20, 8.88, 0.24, 6.36, , 27.84, 14.93, 1.33, 64, , 45.5, 8.72, 23.9, 1.53, 18, 14.93, , 8.72, 86, 1922, , , 512, 4, 20, 0, 8.44, 17.3,
175275, 27.8, 21, 8.88, 0.24, 6.31, , 28.24, 14.81, 1.32, 63, , 45.5, 8.75, 23.9, 1.51, 18, 14.81, , 8.74, 86, 1918, , , 512, 4, 20, 0, 8.55, 17.3,
175459, 28.2, 21, 8.85, 0.24, 6.45, , 28.24, 15.04, 1.32, 63, , 45, 8.72, 24.3, 1.52, 18, 15.04, , 8.73, 86, 1923, , , 512, 4, 20, 0, 8.52, 17.3,
175630, 28.6, 21, 8.79, 0.24, 6.46, , 28.24, 15.04, 1.32, 63, , 45, 8.67, 24.7, 1.52, 18, 15.04, , 8.69, 86, 1917, , , 512, 4, 20, 0, 8.61, 17.3,
175799, 28.2, 21, 8.73, 0.24, 6.3, , 28.24, 15.16, 1.32, 64, , 45, 8.75, 24.3, 1.51, 18, 15.16, , 8.81, 86, 1922, , , 512, 4, 20, 0, 8.44, 17.3,
175969, 28.2, 21, 8.79, 0.25, 6.31, , 28.63, 15.16, 1.34, 63, , 44.5, 8.85, 24.3, 1.53, 18, 15.16, , 8.76, 86, 1916, , , 512, 4, 20, 0, 8.52, 17.6,
176134, 28.6, 21, 8.85, 0.25, 6.13, , 28.63, 15.16, 1.32, 63, , 45, 8.82, 24.7, 1.53, 18, 15.16, , 8.84, 86, 1924, , , 512, 4, 20, 0, 8.95, 17.6,
176305, 28.6, 21, 8.85, 0.25, 6.3, , 28.63, 15.16, 1.34, 63, , 45, 8.82, 24.7, 1.55, 18, 15.16, , 8.83, 86, 1923, , , 512, 4, 20, 0, 8.48, 17.6,
176477, 28.6, 21, 8.82, 0.25, 6.29, , 28.63, 15.16, 1.31, 63, , 44.5, 8.85, 24.7, 1.55, 18, 15.16, , 8.87, 86, 1920, , , 512, 4, 20, 0, 8.76, 17.6,
176640, 28.6, 21, 7.75, 0.22, 6.46, , 27.45, 15.04, 1.28, 64, , 22, 2.26, 24.7, 1.53, 16.5, 15.04, , 0.28, 86, 1919, , , 512, 4, 20, 0, 1.07, 14.5,
176816, 23.1, 21, 5.04, 0.16, 6.46, , 19.22, 14.7, 0.77, 63, , 27.5, 3.24, 19.2, 1.15, 10.6, 14.7, , 3.48, 86, 1921, , , 512, 4, 20, 0, 0.77, 10.2,
176991, 17.6, 21, 4.12, 0.13, 6.31, , 16.47, 14.47, 0.92, 63, , 30, 4.08, 15.3, 0.98, 13.7, 14.36, , 3.25, 86, 1895, , , 512, 4, 20, 0, 2.81, 13.3,
177171, 14.9, 21, 0, 0.1, 6.25, , 13.33, 15.27, 0.9, 63, , 35.5, 3.95, 12.5, 0.82, 12.5, 15.39, , 3.25, 86, 1894, , , 1024, 4, 20, 0, 2.21, 12.2,
177330, 11.8, 21, 0, 0.12, 6.29, , 11.37, 16.65, 0.94, 63, , 36, 4.47, 9.8, 0, 13.7, 16.54, , 4.47, 86, 1900, , , 1024, 4, 20, 0, 2.93, 13.3,
177500, 14.5, 21, 0, 0.12, 6.41, , 14.12, 18.38, 0.97, 63, , 36, 3.88, 12.2, 0.8, 13.3, 18.38, , 3.05, 86, 1882, , , 1024, 4, 20, 0, 2.97, 12.9,
177659, 13.3, 21, 0, 0.11, 6.41, , 12.94, 21.48, 0.89, 62, , 38, 3.75, 11.4, 0, 12.9, 21.25, , 3.74, 86, 1871, , , 1024, 4, 20, 0, 2.49, 12.5,
177822, 12.5, 21, 0, 0.11, 6.43, , 12.55, 27.22, 0.9, 62, , 39.5, 3.78, 10.6, 0, 13.3, 27.22, , 3.79, 86, 1855, , , 1024, 4, 20, 0, 2.53, 12.5,
177998, 12.5, 21, 0, 0.11, 6.45, , 12.55, 29.29, 0.91, 62, , 39, 3.8, 10.6, 0, 13.3, 29.29, , 3.8, 86, 1847, , , 1024, 4, 20, 0, 2.61, 12.5,
178179, 12.5, 21, 0, 0.11, 6.45, , 12.55, 29.29, 0.9, 62, , 39, 3.8, 10.6, 0, 13.3, 29.29, , 3.78, 86, 1836, , , 1024, 4, 20, 0, 2.53, 12.5,
178359, 12.5, 21, 0, 0.11, 6.45, , 12.55, 29.29, 0.9, 61, , 39, 3.78, 10.6, 0, 13.3, 29.29, , 3.75, 86, 1828, , , 1024, 4, 20, 0, 2.54, 12.5,
178539, 12.5, 21, 0, 0.11, 6.46, , 12.55, 29.29, 0.9, 61, , 38.5, 3.75, 10.6, 0, 13.3, 29.29, , 3.72, 86, 1816, , , 1024, 4, 20, 0, 2.57, 12.5,
178720, 12.9, 21, 0, 0.11, 6.54, , 12.94, 29.29, 0.92, 61, , 38.5, 4.11, 10.6, 0, 13.3, 29.29, , 4.05, 86, 1808, , , 1024, 4, 20, 0, 2.7, 12.9,
178891, 12.9, 22, 0, 0.11, 6.55, , 12.94, 29.29, 0.93, 61, , 39, 4.06, 10.6, 0, 13.3, 29.29, , 4, 86, 1803, , , 1024, 4, 20, 0, 2.86, 12.9,
179061, 13.3, 22, 0, 0.11, 0, , 13.33, 29.29, 0.93, 60, , 39.5, 3.9, 11, 0, 13.3, 29.29, , 3.93, 86, 1798, , , 1024, 4, 20, 0, 2.75, 12.9,
179244, 13.7, 22, 0, 0.11, 0.01, , 13.73, 29.29, 0.92, 60, , 39.5, 3.9, 11.4, 0, 13.3, 29.29, , 3.93, 86, 1789, , , 1024, 4, 20, 0, 2.74, 12.9,
179430, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.92, 60, , 39.5, 3.9, 11.4, 0, 13.3, 29.29, , 3.87, 86, 1781, , , 1024, 4, 20, 0, 2.66, 12.9,
179611, 13.7, 22, 0, 0.11, 0, , 13.73, 29.29, 0.91, 60, , 39.5, 3.83, 11.4, 0, 13.3, 29.29, , 3.84, 86, 1770, , , 1024, 4, 20, 0, 2.61, 12.5,
179867, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.9, 59, , 39, 3.75, 11.4, 0, 13.3, 29.29, , 3.76, 86, 1760, , , 1024, 4, 20, 0, 2.49, 12.5,
180051, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.91, 59, , 39, 3.72, 11.4, 0, 12.9, 29.29, , 3.71, 86, 1752, , , 1024, 4, 20, 0, 2.6, 12.5,
180235, 13.7, 22, 0, 0.11, 0.01, , 13.73, 29.29, 0.9, 59, , 38.5, 3.67, 11.4, 0, 12.9, 29.29, , 3.67, 86, 1746, , , 1024, 4, 20, 0, 2.5, 12.5,
180430, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.89, 58, , 38.5, 3.65, 11.4, 0, 12.9, 29.29, , 3.64, 86, 1729, , , 1024, 4, 20, 0, 2.42, 12.5,
180616, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.9, 58, , 38.5, 3.62, 11.4, 0, 12.9, 29.29, , 3.61, 86, 1724, , , 1024, 4, 20, 0, 2.49, 12.5,
180811, 13.7, 22, 0, 0.11, 0.01, , 13.73, 29.29, 0.9, 58, , 39, 3.62, 11.4, 0, 12.9, 29.29, , 3.6, 86, 1714, , , 1024, 4, 20, 0, 2.42, 12.5,
181020, 13.7, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.9, 58, , 38.5, 3.6, 11.4, 0, 12.9, 29.29, , 3.59, 86, 1706, , , 1024, 4, 20, 0, 2.43, 12.5,
181220, 14.1, 22, 0, 0.11, 0.02, , 13.73, 29.29, 0.89, 57, , 38.5, 3.6, 11.4, 0, 12.9, 29.29, , 3.6, 86, 1696, , , 1024, 4, 20, 0, 2.53, 12.5,
181435, 14.1, 22, 0, 0.11, 0.01, , 14.12, 29.29, 0.89, 57, , 38.5, 3.6, 11.4, 0, 12.9, 29.29, , 3.59, 86, 1686, , , 1024, 4, 20, 0, 2.45, 12.5,
